,PARTICIPANT_ID,DEVICE,SCREEN_W,SCREEN_H,AGE,GENDER,HAS_TAKEN_TYPING_COURSE,LAYOUT,WPM,ERROR_RATE,NATIVE_LANGUAGE,KEYBOARD_TYPE,USING_APP,USING_FEATURES,FINGERS,TIME_SPENT_TYPING,TYPE_ENGLISH,P_KPD,P_IKI,P_BSP,P_ECPC,P_UILEN,P_KSPC,ITE_SWYPE,ITE_PREDICT,ITE_AUTOCORR
22083,174927,mobile,414,736,19,male,0,qwerty,52.1545288216862,5.81929555895865,en,mobile,FALSE,"""[\no\""""]""""""",left_hand;thumbs,0,,18.562397262666700,74.01725325643700,6.466666666666670,0.157740159404611,46.533333333,1.29193497773333,0,0.013333333333333300,0
22085,174931,mobile,320,568,15,none,0,qwerty,47.540896010015,9.80392156862745,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,,16.410290611533300,59.96897611258960,1.2,0.0312691026234593,35.6,1.06278867293333,0,0,0
22089,175035,mobile,360,640,24,female,1,qwerty,38.902516120875,1.44706778370145,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,8,,5.516127651600000,85.92116484203450,0,0.0,44.4,1.05032456733333,0,0.1857364857364860,0.05053391053391050
22104,175128,mobile,375,667,59,female,1,qwerty,27.7602338322342,2.36280487804878,en,mobile,notsure,"""[\no\""""]""""""",left_hand;thumbs,3,,20.45610471846670,118.86022791273400,0.8666666666666670,0.0175262982280526,42.666666666,1.0313798362,0,0,0.01619047619047620
22105,175136,mobile,320,568,50,female,1,qwerty,33.1343248706056,3.71900826446281,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,,18.555590266800000,170.3949374984540,0.7333333333333330,0.0140304103790946,48.266666666,1.02751856966667,0,0,0.02222222222222220
22106,175138,mobile,360,720,48,male,0,qwerty,22.2655098466501,0.60790273556231,pt,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;index_fingers,3,always,5.617592698733330,156.73738120169100,0,0.0,43.8,0.853954176333333,0.10296296296296300,0.30626262626262600,0
22107,175150,mobile,360,640,20,male,0,qwerty,26.6350737959976,2.46153846153846,fa,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,4,usually,6.206830375866670,103.88771307211400,0,0.0,42.466666666,1.23986271493333,0,0.01296296296296300,0
22110,175168,mobile,360,640,24,female,0,qwerty,31.1630042956828,0.0,fi,mobile,Xperia™ keyboard,"""[\prediction\""""]""""""",right_hand;thumbs,0,usually,6.432038559933330,91.41804389260330,0,0.0,43.6,0.941738992066667,0.04,0.13863155363155400,0.0218013468013468
22117,175190,mobile,360,640,18,female,0,qwerty,42.5878003696858,2.73775216138329,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,12,,8.083883872333330,108.50662835687100,0,0.0,45.8,1.08577111253333,0,0.05428645428645430,0
22125,175233,mobile,320,570,36,female,0,qwerty,22.3991442785543,1.93637621023513,sn,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,sometimes,17.187418936066700,115.79662467426400,0,0.0,48.0,1.07634435413333,0.007407407407407410,0.24176046176046200,0.06002886002886000
22132,175279,mobile,412,846,30,male,0,qwerty,18.6509756640937,2.64026402640264,en,add-on,FALSE,"""[\no\""""]""""""",right_hand;other,6,always,141.97889469126700,105.71612131871100,1.1333333333333300,0.024350825663305,39.8,1.0954989092,0,0,0
22134,175284,mobile,360,740,22,male,0,qwerty,45.2920143027414,0.683760683760684,en,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,2,always,6.848342456333330,76.99346893197770,0.13333333333333300,0.0064655172413793,39.0,0.665669386133333,0.6464611314611320,0.12224460724460700,0.02222222222222220
22135,175285,mobile,361,642,39,female,0,qwerty,37.0127013950357,3.8655462184874,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,12,,11.803035289400000,148.00001627855900,0,0.0,38.866666666,0.9605563354,0.03682539682539680,0.20632515632515600,0.04841750841750840
22146,175332,mobile,360,640,51,female,0,qwerty,17.0213712772704,3.64464692482916,en,mobile,notsure,"""[\notsure\""""]""""""",right_hand;index_fingers,2,,7.352636907133330,184.3958819859640,0.26666666666666700,0.0052228499686126,41.6,1.0533400694,0,0.007407407407407410,0
22165,175477,mobile,412,732,41,female,0,qwerty,27.6482032245802,5.98368087035358,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;index_fingers,3,,4.869619422733330,75.84776256149370,0.4666666666666670,0.0078857413612211,45.4,1.47638136586667,0.007407407407407410,0.006060606060606060,0.00972222222222222
22167,175502,mobile,360,640,18,male,1,qwerty,9.23176276910536,17.2147001934236,en,mobile,notsure,"""[\notsure\""""]""""""",right_hand;other,18,never,16.053736841733300,102.49027380063300,0,0.0,32.066666666,1.23703125306667,0.016666666666666700,0,0
22171,175521,mobile,360,640,49,female,0,qwerty,10.3010789714535,5.23321956769056,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,2,,8.281607709800000,121.91186431301300,0.13333333333333300,0.0024909420289855,46.866666666,1.065039694,0,0,0.02896825396825400
22176,175538,mobile,414,736,40,female,0,qwerty,37.5761619637934,2.36363636363636,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,1,always,19.026921898666700,86.79563877610990,1.2666666666666700,0.0282842323046886,36.666666666,1.04787525513333,0,0.006666666666666670,0
22182,175588,mobile,414,736,18,female,0,qwerty,44.3115211219515,1.3355592654424,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,3,always,12.398322613,116.758563393515,6.733333333333330,0.146444941316393,39.933333333,1.282527282,0,0,0.12721075221075200
22189,175640,mobile,414,736,26,female,0,qwerty,29.340434637881,1.10236220472441,es,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,1,always,20.064049057133300,134.1976936711040,0.3333333333333330,0.0055077983921136,42.133333333,1.00546424426667,0,0.007407407407407410,0.014814814814814800
22195,175673,mobile,320,568,41,female,0,qwerty,28.0676424407587,2.39520958083832,en,mobile,notsure,"""[\no\""""]""""""",right_hand;index_fingers,2,always,22.831164285733300,142.35375115484500,0.6,0.0116324155306858,44.2,1.02160248613333,0,0,0.054285714285714300
22199,175704,mobile,360,640,30,male,0,qwerty,20.0186593676822,5.52721088435374,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,5,sometimes,8.355175266466670,98.11251861869510,1.3333333333333300,0.0368737084423359,33.933333333,1.0428129486,0.040000000000000000,0.5124939874939870,0.08098364598364600
22226,175841,mobile,375,667,23,male,1,qwerty,53.8710707605274,4.90196078431373,en,mobile,FALSE,"""[\no\""""]""""""",left_hand;thumbs,4,always,18.56718759673330,44.37107599338470,1,0.0347425235874842,33.8,1.0587235756,0,0,0.09960317460317460
22227,175856,mobile,320,570,21,female,0,qwerty,19.5460123173356,0.918836140888208,ml,mobile,Gboard,"""[\autocorrection\"""""",""\""""no\""""]""""""",right_hand;thumbs,1,sometimes,7.638740160866670,166.09957314312700,0.8666666666666670,0.0133333333333333,45.0,1.1700617398,0.0044444444444444400,0.02349206349206350,0.043121693121693100
22232,175874,mobile,320,570,24,male,1,qwerty,28.1046349140014,1.2589928057554,en,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,2,,14.927668492000000,153.16256705965100,0,0.0,36.866666666,1.08539960173333,0,0.028783068783068800,0.048888888888888900
22239,175903,mobile,360,640,28,female,0,qwerty,32.3602505371744,0.0,ml,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,5,always,5.7499193014,27.102972867457100,0.8,0.0194262462683515,38.4,1.18343814126667,0,0.2616402116402120,0.008333333333333330
22240,175905,mobile,360,640,25,male,0,qwerty,28.6825834552602,3.8147138964577696,en,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,3,always,12.9681391584,20.6249415720276,3.2666666666666700,0.0736388442701662,48.266666666,0.829510353533333,0.7453735153735160,0.07041514041514040,0.013468013468013500
22245,175919,mobile,360,640,23,female,0,qwerty,26.2264436227681,0.764525993883792,ta,mobile,FALSE,"""[\no\""""]""""""",right_hand;other-nfingers;,8,sometimes,5.9419826134,25.46122898706050,0.06666666666666670,0.0009950248756218,43.4,1.05792128666667,0.015584415584415600,0.0420995670995671,0.046131831131831100
22246,175920,mobile,360,640,36,male,0,qwerty,23.8071182548794,0.603318250377074,ta,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,2,usually,6.556111608666670,27.42230205983470,1.4,0.0299980616398527,44.2,1.06419583413333,0,0,0
22249,175924,mobile,360,640,23,female,1,qwerty,39.3868881156203,0.0,te,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,6,always,8.095719579733330,22.15531388584510,3.2,0.0830231001050512,42.0,1.16136922786667,0,0,0
22255,175938,mobile,375,667,27,male,1,qwerty,43.6738508332511,1.5552099533437,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,always,19.418549803333300,43.19278052721580,3.533333333333330,0.125649134440779,42.8,1.24501810113333,0,0.020000000000000000,0.37211038961039000
22268,175973,mobile,360,640,40,female,0,qwerty,20.5840910881038,0.829187396351576,en,mobile,FALSE,"""[\prediction\"""""",""\""""no\""""]""""""",right_hand;thumbs,15,,5.713818617933330,124.05062173008500,0.26666666666666700,0.006217211228716,40.2,1.1477670016,1.334025974025970,0.18935545935545900,0.13922558922558900
22294,176109,mobile,320,534,18,female,1,qwerty,20.0314439802316,2.17785843920145,en,mobile,notsure,"""[\notsure\""""]""""""",right_hand;thumbs,1,always,10.633820159466700,97.67164939680280,3.533333333333330,0.0872434179212357,36.466666666,1.18790075846667,0,0,0
22302,176170,mobile,360,640,50,female,0,qwerty,17.3339178992547,2.1505376344086,en,mobile,notsure,"""[\prediction\"""""",""\""""notsure\""""]""""""",right_hand;index_fingers,2,always,6.102579771533330,151.52941080104200,0.06666666666666670,0.0015873015873015,42.733333333,1.0463817938,0,0,0
22313,176210,mobile,360,640,34,female,0,qwerty,24.4444260380515,1.46827477713686,en,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,1,always,6.602384500400000,157.13536940497400,0.6,0.0220877767219231,37.666666666,1.1499331404,0.841992266992267,0.1644179894179890,0.046296296296296300
22314,176216,mobile,601,962,30,female,0,qwerty,38.6753379915783,3.12228967909801,en,tablet,notsure,"""[\autocorrection\""""]""""""",right_hand;index_fingers,2,,8.033675273666670,85.88691624346670,1.6,0.0405225214586477,35.466666666,1.3968690962,0.007407407407407410,0.046296296296296300,0.07645502645502650
22335,176529,mobile,360,640,34,female,0,qwerty,29.6627495782572,1.24949617089883,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,1,,6.206712150866670,189.22222778365900,0.13333333333333300,0.0027205695397915,38.4,1.0802306182,0,0.035,0
22344,176577,mobile,360,640,34,female,0,qwerty,27.5910261972685,1.02522595440442,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,1,,6.689129438666670,107.63293269407600,0.4,0.0126795426795427,40.2,1.06905833913333,0,0.08015873015873020,0
22353,176682,mobile,360,640,27,male,1,qwerty,30.2349798524019,1.13240418118467,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,10,,7.958196232666670,84.09947982915230,0,0.0,39.4,1.02743777253333,0.012727272727272700,0.12937229437229400,0.12831168831168800
22354,176694,mobile,320,568,58,female,0,qwerty,18.7146808222344,0.58091286307054,zh,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,3,always,23.001120367533300,66.59435879017310,4.933333333333330,0.146678629052279,40.6,1.14808434246667,0.013968253968254000,0.15730158730158700,0.19605820105820100
22355,176698,mobile,414,736,31,female,1,qwerty,36.118148674535,1.08153078202995,tl,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,15,sometimes,15.508840567066700,54.47662927718300,2.6,0.0547583764509527,41.4,1.1014050982,0,0.007407407407407410,0
22363,176738,mobile,360,640,44,female,0,qwerty,21.9424686850884,1.50753768844221,en,mobile,FALSE,"""[\autocorrection\"""""",""\""""notsure\""""]""""""",left_hand;thumbs,5,,6.226314603533330,65.40174632858640,0,0.0,39.733333333,1.14276377433333,0.033441558441558400,0.21925204425204400,0.11912938912938900
22370,176778,mobile,360,640,30,male,0,qwerty,21.0886147853607,0.282087447108604,hi,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""notsure\""""]""""""",right_hand;index_fingers,4,always,5.262734468533330,227.99309184666900,0.06666666666666670,0.0011904761904761,47.2,1.2230784406,0,0.04351851851851850,0.02240740740740740
22380,176860,mobile,320,534,36,male,0,qwerty,25.6990037592002,2.37341772151899,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,always,13.350311625533300,84.83077011591570,0,0.0,41.6,1.01629057,0.014285714285714300,0.20558201058201100,0.048042328042328000
22399,177105,mobile,320,534,36,male,0,qwerty,26.5954891964402,3.70919881305638,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,,12.753257424400000,89.77303783681020,0,0.0,44.066666666,1.05241683293333,0.02358974358974360,0.2142046842046840,0.034761904761904800
22412,177191,mobile,414,736,21,female,0,qwerty,34.9342184188427,4.17754569190601,en,mobile,notsure,"""[\prediction\""""]""""""",right_hand;index_fingers,24,,18.856009603466700,50.277327254108200,1.6666666666666700,0.0298037141586446,49.533333333,1.0573050302,0,0.006060606060606060,0.010822510822510800
22415,177206,mobile,375,667,23,female,0,qwerty,15.2354984722646,2.28310502283105,en,mobile,FALSE,"""[\no\""""]""""""",left_hand;other-nfingers;Index and middle ,13,,27.29909938393330,79.63798432754520,2.1333333333333300,0.0517439525815318,43.466666666,1.12571642886667,0,0,0.05222222222222220
22418,177239,mobile,375,812,19,female,1,qwerty,24.4157145334387,5.00894454382827,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,24,,16.3475941398,114.42837885983600,5.266666666666670,0.189435828261915,36.133333333,1.216882368,0.006060606060606060,0.14524290524290500,0.14913419913419900
22422,177287,mobile,320,534,36,male,0,qwerty,25.800239258629,2.55144032921811,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,3,,12.217344304666700,116.3919194575880,0.06666666666666670,0.0031746031746031,41.2,1.08199459993333,0,0.14052984052984100,0.03632515632515630
22423,177290,mobile,320,570,28,female,0,qwerty,18.6677286273396,1.12781954887218,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,7,,14.767596233,113.14204294398500,0,0.0,42.0,1.06284372853333,0,0,0.015584415584415600
22424,177305,mobile,360,720,33,female,0,qwerty,38.332234317403,1.64473684210526,tl,mobile,FALSE,"""[\no\""""]""""""",left_hand;thumbs,10,always,6.264086421066670,60.020123748120100,5,0.135349211731644,40.4,1.2625900342,0,0,0
22425,177322,mobile,414,736,24,female,0,qwerty,53.1234628627644,4.87444608567208,en,add-on,notsure,"""[\notsure\""""]""""""",right_hand;other-nfingers;Thumb and index,1,,15.004705493,95.04283667206870,0.26666666666666700,0.0047896330249271,44.8,1.00686777773333,0,0,0.03725108225108230
22437,177466,mobile,320,534,36,male,0,qwerty,28.6893874244852,2.32896652110626,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,usually,12.053702655733300,200.32126290809100,0,0.0,45.666666666,1.00584545833333,0.013333333333333300,0.14050773300773300,0.05957264957264960
22441,177500,mobile,375,667,36,female,0,qwerty,28.886744538277,1.66944908180301,ur,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,4,usually,12.575284258733300,73.4807390031838,1.6,0.0427633152306104,41.466666666,1.0396173072,0.005128205128205130,0.02074074074074070,0.007407407407407410
22442,177508,mobile,320,534,36,male,0,qwerty,28.3550779452706,1.43312101910828,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,,12.0931278568,78.69194872072380,0,0.0,41.4,0.9722937106,0,0.1775380175380180,0.017855477855477900
22445,177527,mobile,414,896,33,female,0,qwerty,38.5072735961237,2.6578073089701,hi,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,15,always,16.919158336933300,63.94371946562690,0.2,0.0076406926406926,41.266666666,1.01452187366667,0,0,0
22447,177535,mobile,375,812,23,female,0,qwerty,36.2149618770489,1.8957345971564,en,mobile,FALSE,"""[\prediction\""""]""""""",left_hand;thumbs,8,always,16.54390603213330,70.84698551594270,1.6666666666666700,0.0436285289649433,39.333333333,0.9837331322,0,0.11574074074074100,0.02240740740740740
22452,177554,mobile,360,640,16,male,0,qwerty,41.280604300339,4.40729483282675,ar,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,0,sometimes,5.2359272206,53.34492968904730,0,0.0,42.533333333,0.536041361266667,0.9461531986531990,0,0
22461,177580,mobile,375,667,22,female,0,qwerty,42.7207293133852,0.91324200913242,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,8,,15.195193028400000,60.179537886786600,1.8666666666666700,0.0461751857230983,43.8,1.09421417133333,0,0,0.16055944055944100
22469,177639,mobile,360,640,25,female,0,qwerty,18.8549036838222,2.48175182481752,en,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,8,,4.757517765533330,74.83454527215360,1,0.0222084046221977,44.866666666,1.14981477086667,0.02383838383838380,0.21434343434343400,0.01972222222222220
22485,177798,mobile,360,640,30,female,0,qwerty,20.1134458953987,1.48514851485149,en,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,1,,6.896226136733330,116.9419922886470,0.5333333333333330,0.0177952801212564,39.866666666,1.12300099866667,0,0.04568783068783070,0.0623015873015873
22488,177810,mobile,375,667,20,male,1,qwerty,44.2635005470165,0.791139240506329,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,2,,16.64110164346670,93.18514356783980,1.6666666666666700,0.0506778757481805,42.133333333,1.09998973806667,0,0.028333333333333300,0.08932178932178930
22489,177814,mobile,1024,768,52,none,1,qwerty,27.3575229181358,0.68259385665529,en,tablet,notsure,"""[\no\""""]""""""",right_hand;other-nfingers;,5,,26.985623988333300,147.93446332521900,0.9333333333333330,0.0249763842764948,38.933333333,0.9494171358,0.01111111111111110,0.10563492063492100,0
22490,177821,mobile,375,667,30,male,0,qwerty,14.944543562876,2.74809160305344,fa,mobile,notsure,"""[\prediction\"""""",""\""""no\"""""",""\""""notsure\""""]""""""",left_hand;thumbs,0.5,never,20.289643716133300,97.40523826044960,0.8666666666666670,0.0215480341305505,43.533333333,0.9361794634,0.04772727272727270,0.14087782587782600,0
22502,177859,mobile,320,570,28,female,0,qwerty,20.1502084912813,4.42176870748299,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,7,,15.325397609066700,106.54873129341700,0,0.0,38.8,1.0175910784,0,0.013468013468013500,0.007407407407407410
22524,177959,mobile,375,667,30,female,0,qwerty,24.0300059443754,18.0599369085174,en,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,1,,18.779636552333300,183.85679256939000,0.13333333333333300,0.0036036036036036,34.8,0.996884118266667,0,0,0
22533,177994,mobile,320,640,23,male,0,qwerty,15.7596148944383,3.59712230215827,aa,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,always,29.269078523066700,137.34467875722100,0,0.0,36.733333333,1.28564866186667,0.016666666666666700,0.019047619047619000,0.06841269841269840
22534,178039,mobile,768,1024,26,female,0,qwerty,26.410124585361,1.24804992199688,en,tablet,notsure,"""[\notsure\""""]""""""",right_hand;middle_fingers,2,,12.987126732466700,76.9681915480404,1.8666666666666700,0.0497248537344577,42.666666666,0.939305242666667,0.008333333333333330,0.1213227513227510,0.01111111111111110
22537,178066,mobile,375,812,23,female,0,qwerty,34.0130194553487,1.83356840620592,en,mobile,FALSE,"""[\prediction\""""]""""""",left_hand;thumbs,4,,16.657937255466700,56.51316589907890,2.6,0.0548995005117799,47.066666666,0.992821739666667,0.005128205128205130,0.09794742294742290,0.0272005772005772
22541,178081,mobile,320,640,23,male,0,qwerty,18.498411549443,1.21107266435986,aa,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,2,always,38.511442639533300,75.0042734128347,0,0.0,38.466666666,1.25934337193333,0,0.006666666666666670,0.07601010101010100
22545,178091,mobile,768,1024,26,female,0,qwerty,32.7622083499358,2.27670753064799,en,tablet,notsure,"""[\notsure\""""]""""""",right_hand;index_fingers,3,,12.8691872418,76.05955676357600,1.1333333333333300,0.0264847086813368,38.0,0.968707695,0,0.06195841195841200,0
22549,178110,mobile,768,1024,26,female,0,qwerty,35.6380331658453,0.87719298245614,en,tablet,notsure,"""[\notsure\""""]""""""",right_hand;index_fingers,3,,13.024801026933300,147.91689046354400,0.8666666666666670,0.0243414524717997,38.0,0.9034381942,0.006666666666666670,0.13611111111111100,0.02074074074074070
22566,178200,mobile,320,568,24,male,1,qwerty,26.667143802895,1.87207488299532,es,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,5,usually,24.220263244933300,84.01904099311220,5.6,0.137983547263794,42.4,1.26642479473333,0,0,0
22567,178204,mobile,432,864,24,female,0,qwerty,42.3115304363603,2.50417362270451,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,5,,5.9177217642,40.060215420568100,0,0.0,39.866666666,1.2923278264,0,0,0
22569,178211,mobile,414,736,17,female,0,qwerty,38.500456575927295,5.15463917525773,en,mobile,notsure,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,15,,11.736000634200000,71.85969439245400,9.266666666666670,0.210239569199394,44.333333333,1.398223222,0,0.023597883597883600,0.30347282347282300
22591,178340,mobile,414,896,48,female,0,qwerty,23.8156023195594,1.49588631264024,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,1,,22.015144422600000,131.47222671374600,0.4666666666666670,0.015358826996758,43.733333333,0.655731359933333,0,0.457999037999038,0
22595,178368,mobile,414,736,53,female,0,qwerty,21.8276940311651,3.3587786259542,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,1,,19.491038392066700,97.70591560446960,3.3333333333333300,0.057490662755123,43.0,1.11300809793333,0,0,0
22628,178656,mobile,640,320,23,male,0,qwerty,19.7319990636044,1.02915951972556,ak,mobile,FALSE,"""[\no\""""]""""""",left_hand;thumbs,1,always,173.29687089233300,112.41138755561700,0,0.0,38.866666666,1.15718541386667,0,0,0
22632,178677,mobile,320,640,23,male,0,qwerty,17.7276164337525,1.73775671406003,sq,mobile,FALSE,"""[\no\""""]""""""",left_hand;index_fingers,1,always,177.55974015066700,137.29155757565100,0,0.0,42.2,1.15246169046667,0,0,0
22634,178697,mobile,412,823,30,female,0,qwerty,33.9871276298049,0.585651537335286,hi,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,3,always,5.770518428866670,98.40826322956370,0,0.0,45.533333333,0.9625035446,0.07883597883597880,0.32566341066341100,0
22658,178960,mobile,375,667,23,female,0,qwerty,63.1325085972042,2.97520661157025,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,8,,14.576543884066700,170.55636009366700,3.066666666666670,0.0632367871857901,40.266666666,1.12197814913333,0,0,0.1432936507936510
22699,179228,mobile,375,667,34,female,0,qwerty,42.0283234353586,1.6260162601626,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,1,,19.166300496800000,124.53042662114200,1.6666666666666700,0.0508622872225813,40.866666666,1.08587266653333,0,0.012121212121212100,0.22488178488178500
22705,179257,mobile,360,720,24,male,1,qwerty,30.1680336356237,4.53720508166969,en,mobile,FALSE,"""[\no\""""]""""""",left_hand;middle_fingers,6,sometimes,5.224497809533330,69.64196571017010,0,0.0,35.8,1.0903587128,0.016666666666666700,0.06397306397306400,0.029393939393939400
22718,179352,mobile,360,640,22,male,0,qwerty,62.2811460787984,4.42600276625173,en,mobile,FALSE,"""[\prediction\""""]""""""",left_hand;thumbs,1,,132.61042335873300,68.5328004391617,1.0666666666666700,0.0221388718504733,47.666666666,1.05840832353333,0,0,0
22760,179620,mobile,320,569,60,none,1,qwerty,22.0568589685124,3.8932146829810894,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;middle_fingers,1,,6.549695898333330,69.04006654353130,0.9333333333333330,0.0360264998314796,42.133333333,1.36742303093333,0,0,0.03989417989417990
22774,179756,mobile,320,569,60,none,1,qwerty,26.2524326151049,4.85436893203884,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;other,1,,5.5348723418,89.61803625045270,0.2,0.0032327586206896,50.2,1.30412486106667,0,0.00972222222222222,0.15826146076146100
22775,179763,mobile,375,667,32,female,0,qwerty,27.2748465304219,4.55284552845528,te,mobile,notsure,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,3,always,23.72904223453330,84.37267289982060,0.6,0.0167647058823529,40.0,0.802474813933333,0.028717948717948700,0.16153328153328200,0.024579124579124600
22777,179782,mobile,375,667,17,female,0,qwerty,51.5035405299286,5.26315789473684,it,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,2,usually,24.459453784466700,97.53601543649600,0.6,0.0144281720101392,43.266666666,1.03760519933333,0,0,0.009523809523809520
22781,179794,mobile,412,846,40,female,0,qwerty,35.5458395955732,1.0752688172043,tl,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;index_fingers,3,always,4.957429086133330,69.58883167874960,1.9333333333333300,0.0837527422893277,35.666666666,0.743470561866667,0.8455026455026450,0.1685714285714290,0.013333333333333300
22802,179925,mobile,375,667,36,female,0,qwerty,31.4672107347231,2.42395437262357,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,,18.755779091533300,134.56667352369500,4.533333333333330,0.101005866927451,44.6,1.0561806712,0.013333333333333300,0.12762626262626300,0.03629629629629630
22807,179952,mobile,360,640,23,male,0,qwerty,18.2823487486481,3.41805433829974,en,tablet,notsure,"""[\no\""""]""""""",right_hand;index_fingers,1,,15.220605542866700,116.24311222019700,0,0.0,43.933333333,1.19863722173333,0.02074074074074070,0,0
22810,179991,mobile,360,760,25,male,0,qwerty,30.1573403286049,2.6009582477755,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,,6.461059073333330,104.82150930762700,5.8,0.119886050198727,46.133333333,1.29857636266667,0,0,0
22819,180071,mobile,1024,768,13,none,0,qwerty,45.3040305401472,1.91256830601093,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,,36.522575068,97.40907371629020,2.066666666666670,0.0446979570358528,48.733333333,1.1083226286,0,0.014814814814814800,0.025185185185185200
22828,180130,mobile,375,812,21,male,0,qwerty,44.7873334677198,1.59235668789809,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,5,always,17.544768251600000,92.37196080967800,5,0.145186850235962,41.733333333,1.2720115188,0,0.013333333333333300,0.11587782587782600
22830,180134,mobile,360,640,19,male,0,qwerty,23.9982832822689,5.37010159651669,ur,mobile,FALSE,"""[\no\""""]""""""",left_hand;thumbs,12,sometimes,6.101899300200000,118.81459656824100,3.4,0.0722716973819027,45.666666666,1.3934288128,0.02222222222222220,0.1514089614089610,0.016666666666666700
22835,180156,mobile,450,853,33,male,1,qwerty,36.0044030152294,2.08643815201192,tl,mobile,Cheetah Keyboard,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\"""""",""\""""notsure\""""]""""""",right_hand;thumbs,10,usually,5.566039746066670,106.39719997309400,0,0.0,44.066666666,1.14856600466667,0,0,0
